name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик,110000.0,,RUR,Чебоксары,2022-12-12T12:14:52+0300
Программист 1С,,,,Тверь,2022-12-12T14:50:10+0300
Middle/Senior Data Engineer,,,,Москва,2022-12-12T16:56:13+0300
Рабочий по комплексному обслуживанию зданий,35000.0,,RUR,Ижевск,2022-12-12T14:40:43+0300
Инженер по автоматизированным системам управления,,,,Новосибирск,2022-12-12T12:29:05+0300
Бизнес-аналитик (Москва),,,,Москва,2022-12-12T14:56:30+0300
Токарь-универсал,120000.0,150000.0,RUR,Партизанск,2022-12-12T19:28:35+0300
Аналитик-экономист по труду,40000.0,47000.0,RUR,Смоленск,2022-12-12T16:19:26+0300
Инженер ИТ-инфраструктуры,,,,Нижний Новгород,2022-12-12T23:28:08+0300
Java developer (онлайн-кинотеатр Movix),,,,Пермь,2022-12-12T17:30:07+0300
Программист 1C,150000.0,,RUR,Саратов,2022-12-12T14:41:52+0300
"Главный эксперт по тепломеханической части ЭС ОП ""Комсомольск""",,,,Москва,2022-12-12T12:46:26+0300
Токарь-универсал,105000.0,130000.0,RUR,Кирово-Чепецк,2022-12-12T15:43:51+0300
Налоговый менеджер (Казахстан),,,,Алматы,2022-12-12T19:37:37+0300
Специалист по информационной безопасности,,,,Курган,2022-12-12T15:30:13+0300
Junior QA Engineer Android/iOS,,,,Минск,2022-12-12T13:53:14+0300
Токарь-универсал,105000.0,130000.0,RUR,Ясногорск,2022-12-12T15:43:47+0300
Trainee Rust Developer,,,,Минск,2022-12-12T13:26:44+0300
Механик по транспорту,60000.0,80000.0,RUR,Новосибирск,2022-12-12T12:55:42+0300
Токарь-универсал,105000.0,130000.0,RUR,Чебаркуль,2022-12-12T15:43:46+0300
Графический дизайнер,,,,Минск,2022-12-12T13:17:32+0300
Программист 1С,50000.0,,RUR,Новосибирск,2022-12-12T12:03:50+0300
Механик по выпуску автомобилей,48000.0,60000.0,RUR,Волгоград,2022-12-12T12:08:12+0300
Программист-консультант в отдел внедрения и поддержки,300000.0,,KZT,Алматы,2022-12-12T12:07:06+0300
Креативный копирайтер,90000.0,90000.0,RUR,Москва,2022-12-12T14:41:53+0300
Senior product manager,,,,Москва,2022-12-12T12:50:57+0300
Ведущий программист 1C,150000.0,300000.0,RUR,Москва,2022-12-12T15:31:43+0300
Инженер-наладчик КИПиА,115000.0,,RUR,Волоколамск,2022-12-12T17:25:09+0300
Специалист по информационным ресурсам,31000.0,31000.0,RUR,Псков,2022-12-12T15:05:57+0300
Project Manager,,,,Тбилиси,2022-12-12T19:12:51+0300
Грантрайтер / Менеджер по грантам,,,,Москва,2022-12-12T15:10:51+0300
Фрезеровщик,108000.0,,RUR,Казань,2022-12-12T15:40:23+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Курск,2022-12-12T12:52:09+0300
Технический писатель,30000.0,40000.0,RUR,Ростов-на-Дону,2022-12-12T14:27:29+0300
Разработчик бортовых алгоритмов,,,,Москва,2022-12-12T19:14:27+0300
Инженер/ведущий инженер отдела оперативного контроля сети,1600.0,,BYR,Минск,2022-12-12T13:38:48+0300
Middle/Senior .Net Developer,,,,Минск,2022-12-12T17:56:11+0300
QA Automation Engineer (Python),,,,Москва,2022-12-12T15:22:43+0300
Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Волгоград,2022-12-12T22:17:31+0300
Ведущий специалист технической поддержки филиала,,,,Пермь,2022-12-12T15:39:19+0300
Системный администратор (м. пр.Ветеранов),,65000.0,RUR,Санкт-Петербург,2022-12-12T13:45:55+0300
Специалист технической поддержки,3000000.0,5000000.0,UZS,Ташкент,2022-12-12T13:03:05+0300
Инженер-программист (САПР),30000.0,,RUR,Борисоглебск,2022-12-12T16:13:09+0300
Техник- электрик,50000.0,,RUR,Санкт-Петербург,2022-12-12T14:14:48+0300
Инженер-программист,,,,Москва,2022-12-12T18:47:10+0300
Middle Golang Developer,,,,Москва,2022-12-12T17:08:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Балабаново,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Воротынск,2022-12-12T15:43:44+0300
Эксперт по информационной безопасности и технической защите,,,,Казань,2022-12-12T18:25:14+0300
Менеджер по развитию продуктового портфеля ветеринарных препаратов,,,,Москва,2022-12-12T15:30:18+0300
Менеджер информационной безопасности,,,,Алматы,2022-12-12T13:05:56+0300
Специалист по проектам,,,,Караганда,2022-12-12T13:56:18+0300
Системный аналитик в команду PREMIUM,,,,Москва,2022-12-12T17:21:30+0300
"IOS-разработчик, «Каталог Сбербанк-Онлайн»",,,,Москва,2022-12-12T13:13:31+0300
Аналитик данных / Data Scientist,,,,Москва,2022-12-12T17:18:53+0300
Web-developer / Веб-программист,,,,Воронеж,2022-12-12T13:35:08+0300
Токарь-универсал,105000.0,130000.0,RUR,Великий Новгород,2022-12-12T15:43:54+0300
Ведущий инженер информационной безопасности (г. Сосногорск),,,,Сосногорск,2022-12-12T14:05:21+0300
Data engineer,,,,Москва,2022-12-12T14:08:34+0300
Токарь-универсал,105000.0,130000.0,RUR,Сурск,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Вишневогорск,2022-12-12T15:43:50+0300
Менеджер по продукту OmniChannel,,,,Москва,2022-12-12T15:27:45+0300
Системный администратор,50000.0,50000.0,RUR,Краснодар,2022-12-12T17:12:19+0300
Монтажник ВОЛС (ЮЗАО),80000.0,,RUR,Москва,2022-12-12T13:45:55+0300
Tech Lead / руководитель разработки,300000.0,400000.0,RUR,Москва,2022-12-12T19:37:44+0300
Инженер SIEM,,,,Москва,2022-12-12T13:56:18+0300
Разработчик алгоритмов баллистико-навигационного обеспечения,,,,Москва,2022-12-12T19:14:24+0300
"Оператор автоматических и полуавтоматических линий, станков и установок",55000.0,,RUR,Икша,2022-12-12T14:27:03+0300
Back-end разработчик,60000.0,240000.0,RUR,Москва,2022-12-12T15:01:31+0300
Инженер данных,,,,Москва,2022-12-12T12:47:19+0300
Оператор-наладчик,60000.0,85000.0,RUR,Санкт-Петербург,2022-12-12T16:24:48+0300
Технический директор,150000.0,,RUR,Щелково,2022-12-12T18:45:25+0300
Токарь-универсал,105000.0,130000.0,RUR,Очер,2022-12-12T15:43:45+0300
Head of Data Science,,,,Санкт-Петербург,2022-12-12T17:59:15+0300
Директор департамента управления проектами,,,,Москва,2022-12-12T17:44:11+0300
Токарь-универсал,105000.0,130000.0,RUR,Сарс,2022-12-12T15:43:44+0300
Инженер-программист (имитационное и математическое моделирование),100000.0,,RUR,Москва,2022-12-12T16:53:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Кубринск,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Левашово,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Волово (Тульская область),2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Шатск,2022-12-12T15:43:47+0300
Middle Data Engineer (Process Mining),,,,Москва,2022-12-12T14:44:11+0300
Главный механик (контроль работы оборудования на производстве ЖБИ),52000.0,52000.0,RUR,Волгоград,2022-12-12T13:49:56+0300
"Senior Software Engineer, Embedded Linux Applications",,,,Санкт-Петербург,2022-12-12T13:54:37+0300
Product owner (Направление закупок),,,,Москва,2022-12-12T14:46:28+0300
Frontend-разработчик,,,,Пермь,2022-12-12T16:27:12+0300
Сервисный инженер по молочно-доильному оборудованию,50000.0,,RUR,Владимир,2022-12-12T17:45:35+0300
Менеджер по эффективности продукта,,,,Москва,2022-12-12T18:32:07+0300
Ведущий эксперт по безопасности SAP,,,,Москва,2022-12-12T13:52:40+0300
Токарь-универсал,105000.0,130000.0,RUR,Козельск,2022-12-12T15:43:44+0300
Программист 1 С,165000.0,165000.0,RUR,Сочи,2022-12-12T16:12:06+0300
Аналитик в отдел коммерческого прогнозирования,,,,Москва,2022-12-12T17:44:32+0300
Разработчик .Net,,,,Новосибирск,2022-12-12T18:11:36+0300
Графический дизайнер,,,,Москва,2022-12-12T13:50:05+0300
Начальник службы мониторинга и реагирования,,,,Москва,2022-12-12T13:29:14+0300
Business Solution Architect,,,,Москва,2022-12-12T17:44:00+0300
Токарь-универсал,105000.0,130000.0,RUR,Двуреченск,2022-12-12T15:43:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Исток,2022-12-12T15:43:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Ветлужский (Нижегородская область),2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Выползово,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Ветлужский,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Солигалич,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Красногвардеец,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Новоаганск,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Багаряк,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Бродокалмак,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Тюбук,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Гордеевка,2022-12-12T15:43:46+0300
Зачистник,64000.0,,RUR,Челябинск,2022-12-12T14:20:03+0300
Начальник автоколонны,,,,Москва,2022-12-12T12:17:22+0300
Арт-директор/Креативный директор,100000.0,200000.0,RUR,Ростов-на-Дону,2022-12-12T15:54:26+0300
Сервисный инженер (флексографические машины),90000.0,,RUR,Москва,2022-12-12T17:49:21+0300
Руководитель направления «Управление изменениями»,,,,Москва,2022-12-12T14:21:57+0300
Менеджер проектов,,,,Москва,2022-12-12T17:40:36+0300
Кредитный аналитик по малому бизнесу,,,,Санкт-Петербург,2022-12-12T14:03:35+0300
System engineer Linux,,,,Москва,2022-12-12T12:00:07+0300
Java-разработчик (Департамент по инструментам и технологиям выпуска версий и тестированию),,,,Москва,2022-12-12T13:24:04+0300
Токарь-универсал,105000.0,130000.0,RUR,Безенчук,2022-12-12T15:43:52+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Челябинск,2022-12-12T15:12:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Губкин,2022-12-12T15:43:46+0300
DevOps-инженер,,,,Астана,2022-12-12T12:56:09+0300
Инженер-программист,,,,Минск,2022-12-12T16:59:24+0300
ETL аналитик/разработчик Loginom,,,,Москва,2022-12-12T15:02:42+0300
Токарь-универсал,105000.0,130000.0,RUR,Гремячинск,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Усолье,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Красный Октябрь,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Октябрьское,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Спасск,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Кунашак,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Меленск,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Глушково,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Дьяконово,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Волжское (Астраханская область),2022-12-12T15:43:47+0300
Инженер-программист,50000.0,,RUR,Томск,2022-12-12T13:27:43+0300
Product-manager по контекстной рекламе,70000.0,,RUR,Вологда,2022-12-12T17:59:25+0300
Токарь-универсал,105000.0,130000.0,RUR,Киржач,2022-12-12T15:43:54+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Киров (Кировская область),2022-12-12T13:25:48+0300
Менеджер проекта,,,,Москва,2022-12-12T15:17:41+0300
Специалист технической поддержки Navision,,,,Иркутск,2022-12-12T17:07:55+0300
Директор Департамента исследований и аналитики,,,,Москва,2022-12-12T12:44:14+0300
Аналитик данных,,,,Москва,2022-12-12T17:26:07+0300
Токарь-универсал,105000.0,130000.0,RUR,Самара,2022-12-12T15:43:43+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Озерск (Челябинская область),2022-12-12T15:12:44+0300
Системный администратор Отдел развития телекоммуникаций ЦОД,60000.0,,RUR,Тюмень,2022-12-12T15:48:58+0300
Программист 1С,70000.0,,RUR,Арзамас,2022-12-12T14:20:27+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Воткинск,2022-12-12T16:06:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Павловск (Воронежская область),2022-12-12T15:43:47+0300
Токарь (Тамбовская область),96000.0,,RUR,Камышин,2022-12-12T13:11:51+0300
Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Ульяновск,2022-12-12T14:04:39+0300
Golang developer,,,,Москва,2022-12-12T12:30:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Куеда,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Октябрьский (Пермский край),2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Усть-Качка,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Харовск,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Павино,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Башмаково,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Мосальск,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Белая,2022-12-12T15:43:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Липки,2022-12-12T15:43:48+0300
Токарь (Тамбовская область),96000.0,,RUR,Ульяновск,2022-12-12T13:11:51+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Сим,2022-12-12T15:12:44+0300
Инженер ИТ-инфраструктуры,,,,Москва,2022-12-12T23:28:08+0300
Токарь-универсал,105000.0,130000.0,RUR,Октябрьск,2022-12-12T15:43:43+0300
Токарь-универсал,105000.0,130000.0,RUR,Усть-Катав,2022-12-12T15:43:46+0300
Web-разработчик,60000.0,,RUR,Химки,2022-12-12T15:02:11+0300
Инженер-механик,,,,Белгород,2022-12-12T16:27:34+0300
Технический специалист,,,,Москва,2022-12-12T14:14:18+0300
Разработчик витрин данных,,,,Алматы,2022-12-12T17:56:11+0300
Старший инженер,,,,Нижний Новгород,2022-12-12T12:17:08+0300
Продакт-менеджер (product manager)/менеджер по закупкам,80000.0,,RUR,Подольск (Московская область),2022-12-12T13:04:52+0300
Оператор станка с ЧПУ,60000.0,,RUR,Санкт-Петербург,2022-12-12T14:41:51+0300
Системный администратор / Специалист IT отдела,250000.0,300000.0,KZT,Каскелен,2022-12-12T12:43:33+0300
Менеджер по продукту (ультразвуковое оборудование),,,,Москва,2022-12-12T13:21:05+0300
Менеджер по продукту,,,,Москва,2022-12-12T14:44:52+0300
Инженер по БДД,,,,Воронеж,2022-12-12T16:50:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Потьма,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Альменево,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Троицкий,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Землянск,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Дмитровск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Александровка,2022-12-12T15:43:47+0300
Менеджер по процессу,,146900.0,RUR,Москва,2022-12-12T16:46:29+0300
Senior Game Designer (Кипр),,,,Санкт-Петербург,2022-12-12T12:39:19+0300
Руководитель проекта (SAP),,,,Красноярск,2022-12-12T13:34:01+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Орел,2022-12-12T12:52:09+0300
Фронтенд-разработчик (vue.js),,,,Санкт-Петербург,2022-12-12T12:39:55+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Трехгорный,2022-12-12T13:27:19+0300
Инженер-программист бюро разработки Служба Автоматики,,50100.0,RUR,Волжский (Волгоградская область),2022-12-12T13:54:10+0300
Delivery Lead,,,,Москва,2022-12-12T14:22:56+0300
Консультант-ERP (стажер),,,,Москва,2022-12-12T13:19:46+0300
Менеджер ИТ продукта,,,,Москва,2022-12-12T16:32:23+0300
Технический Presale специалист,,,,Санкт-Петербург,2022-12-12T15:42:19+0300
Специалист сервисной службы (дорожно-строительная техника),80000.0,100000.0,RUR,Смоленск,2022-12-12T13:27:54+0300
Frontend-разработчик,,,,Новосибирск,2022-12-12T16:27:12+0300
Копирайтер,40000.0,,RUR,Йошкар-Ола,2022-12-12T12:33:00+0300
Account Manager (digital),,,,Москва,2022-12-12T16:34:52+0300
Выездной инженер технической поддержки,40000.0,,RUR,Курск,2022-12-12T17:38:19+0300
Ревизор (Запад Москвы и Московской области),64000.0,64000.0,RUR,Одинцово,2022-12-12T13:13:22+0300
Инженер нагрузочного тестирования,,,,Москва,2022-12-12T13:12:05+0300
Специалист по SEO-оптимизации карточек товара на маркетплейсах,,,,Москва,2022-12-12T14:13:28+0300
Аналитик 1С:ERP (Middle),150000.0,,RUR,Москва,2022-12-12T12:20:16+0300
Токарь-универсал,105000.0,130000.0,RUR,Александро-Невский,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Акбулак,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Нязепетровск,2022-12-12T15:43:47+0300
Токарь-универсал,105000.0,130000.0,RUR,Стародуб,2022-12-12T15:43:46+0300
Оператор лазерных установок,70000.0,,RUR,Дмитров,2022-12-12T16:42:40+0300
Токарь-универсал,105000.0,130000.0,RUR,Мантурово,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Ртищево,2022-12-12T15:43:49+0300
Токарь,105000.0,,RUR,Краснодар,2022-12-12T15:24:05+0300
Менеджер Технического Маркетинга (МойОфис),,,,Москва,2022-12-12T18:08:41+0300
Руководитель SRE,,,,Москва,2022-12-12T16:35:46+0300
Инженер – разработчик ПО (C++ программист) на предприятие ОПК,100000.0,,RUR,Москва,2022-12-12T14:04:17+0300
Менеджер по работе с обращениями,31000.0,45000.0,RUR,Пермь,2022-12-12T15:50:31+0300
Слесарь по ремонту холодильного оборудования,60000.0,150000.0,RUR,Голицыно,2022-12-12T14:34:22+0300
"Backend-разработчик (PHP), senior",150000.0,,RUR,Нижний Новгород,2022-12-12T18:22:49+0300
Менеджер проектов,70000.0,,RUR,Санкт-Петербург,2022-12-12T16:23:01+0300
Токарь-универсал,105000.0,130000.0,RUR,Плес,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Волжский (Самарская область),2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Плавск,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Красноуральск,2022-12-12T15:43:45+0300
Токарь,107000.0,,RUR,Екатеринбург,2022-12-12T15:27:51+0300
Фрезеровщик,110000.0,,RUR,Воронеж,2022-12-12T12:15:15+0300
Токарь-универсал,105000.0,130000.0,RUR,Саранск,2022-12-12T15:43:52+0300
Оператор станка с ЧПУ (лазерной резки),50000.0,,RUR,Собинка,2022-12-12T14:05:02+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Копейск,2022-12-12T15:12:44+0300
Менеджер проектов в IT-компанию,,,,Казань,2022-12-12T14:56:15+0300
Оператор станков с ЧПУ,,,,Екатеринбург,2022-12-12T16:15:08+0300
Токарь-универсал,105000.0,130000.0,RUR,Саров,2022-12-12T15:43:54+0300
PHP-разработчик,55000.0,,RUR,Ставрополь,2022-12-12T14:41:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Новомичуринск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Заволжск,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Судиславль,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Новоузенск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Верхнеуральск,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Суземка,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Ленинск,2022-12-12T15:43:51+0300
Системный аналитик,,,,Казань,2022-12-12T13:58:16+0300
Специалист по антивирусному ПО,,,,Москва,2022-12-12T17:07:41+0300
Руководитель отдела АСУТП,,,,Москва,2022-12-12T14:18:51+0300
Инженер-наладчик КИПиА,115000.0,,RUR,Истра,2022-12-12T17:25:09+0300
Системный инженер / Специалист по видеонаблюдению,1300.0,,BYR,Могилев,2022-12-12T13:43:49+0300
Java разработчик в Tinkoff Black,,,,Краснодар,2022-12-12T19:41:34+0300
PHP-разработчик,,,,Москва,2022-12-12T12:04:23+0300
Разработчик С++,,,,Санкт-Петербург,2022-12-12T12:46:52+0300
Product owner (стратегия онбординга),,,,Москва,2022-12-12T19:34:22+0300
Токарь-универсал,105000.0,130000.0,RUR,Киреевск,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Лежнево,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Западная Двина,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Хвалынск,2022-12-12T15:43:48+0300
Токарь-универсал,105000.0,130000.0,RUR,Новоульяновск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Новохопёрск,2022-12-12T15:43:46+0300
Head of back office (на Филиппины),,,,Москва,2022-12-12T12:47:42+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Уфа,2022-12-12T15:12:44+0300
Программист с/с++ для встраиваемых систем (микроконтроллеров),150000.0,,RUR,Зеленоград,2022-12-12T13:08:12+0300
Менеджер IT проектов,,,,Тюмень,2022-12-12T14:38:24+0300
Оператор станков с ЧПУ,60000.0,,RUR,Нижний Новгород,2022-12-12T14:03:51+0300
Ведущий системный аналитик,,,,Краснодар,2022-12-12T12:16:31+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Владимир,2022-12-12T16:04:08+0300
Программист-разработчик,,,,Пенза,2022-12-12T16:48:44+0300
Токарь-универсал,105000.0,130000.0,RUR,Рославль,2022-12-12T15:43:54+0300
Руководитель продуктового дизайна (Кибербезопасность),,,,Москва,2022-12-12T16:56:39+0300
Специалист отдела информационной безопасности,90000.0,,RUR,Санкт-Петербург,2022-12-12T17:27:45+0300
1C Консультант-аналитик,150000.0,,RUR,Санкт-Петербург,2022-12-12T14:28:03+0300
Токарь-универсал,105000.0,130000.0,RUR,Шимск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Белозерск,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Приволжск,2022-12-12T15:43:52+0300
Fullstack junior разработчик (laravel/vue.js/php),50000.0,150000.0,RUR,Москва,2022-12-12T13:23:18+0300
"Мастер по ремонту ноутбуков, смартфонов и бытовой техники в СЦ",80000.0,125000.0,RUR,Москва,2022-12-12T15:01:58+0300
Инженер-электроник,,,,Тольятти,2022-12-12T18:07:44+0300
Системный аналитик (направление AI),,,,Санкт-Петербург,2022-12-12T13:07:27+0300
Токарь-универсал,105000.0,130000.0,RUR,Пыть-Ях,2022-12-12T15:43:50+0300
Мастер по ремонту холодильного оборудования,110000.0,120000.0,RUR,Омск,2022-12-12T13:32:29+0300
Системный Аналитик (Kaspersky Web sites),,,,Москва,2022-12-12T17:44:00+0300
ИТ ИБ Аудитор,,,,Тула,2022-12-12T19:36:28+0300
Программист 1С,90000.0,150000.0,RUR,Ярославль,2022-12-12T17:23:43+0300
Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Нягань,2022-12-12T13:21:06+0300
Менеджер IT проектов,,,,Пермь,2022-12-12T14:38:24+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Чебоксары,2022-12-12T12:28:55+0300
Токарь-универсал,105000.0,130000.0,RUR,Мышкин,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Калининск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Почеп,2022-12-12T15:43:46+0300
Токарь,115000.0,125000.0,RUR,Йошкар-Ола,2022-12-12T13:13:01+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-12T15:38:00+0300
Аналитик,,,,Москва,2022-12-12T16:43:59+0300
Менеджер по новым видам продукции,,,,Благовещенск (Республика Башкортостан),2022-12-12T12:17:25+0300
System analyst Infrastructure,,,,Москва,2022-12-12T17:44:00+0300
Специалист по исследованиям и развитию,90000.0,,RUR,Москва,2022-12-12T12:06:11+0300
Токарь-универсал,105000.0,130000.0,RUR,Рыльск,2022-12-12T15:43:49+0300
Junior 2D spine animator,,,,Минск,2022-12-12T13:34:54+0300
Руководитель проектов HoReCa,80000.0,160000.0,RUR,Санкт-Петербург,2022-12-12T15:04:40+0300
Бизнес-аналитик (Операционный CRM),,,,Москва,2022-12-12T13:34:13+0300
Оператор на станок лазерной резки,50000.0,,RUR,Казань,2022-12-12T14:43:12+0300
Менеджер по аналитике данных/Data аналитик/Аналитик данных,,,,Москва,2022-12-12T17:39:22+0300
Главный механик (с.Покровка),,,,Алматы,2022-12-12T12:56:30+0300
Техник,29000.0,,RUR,Киров (Кировская область),2022-12-12T13:13:29+0300
Руководитель проекта,150000.0,,RUR,Нижний Новгород,2022-12-12T15:02:09+0300
Токарь-универсал,105000.0,130000.0,RUR,Кудымкар,2022-12-12T15:43:53+0300
Токарь-универсал,105000.0,130000.0,RUR,Лальск,2022-12-12T15:43:51+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Сим,2022-12-12T13:27:19+0300
Оператор станков с ЧПУ (лазерная группа),60000.0,,RUR,Санкт-Петербург,2022-12-12T15:36:14+0300
"Разработчик сервисов телефонии (Java/Scala, Asterisk)",,,,Санкт-Петербург,2022-12-12T16:20:35+0300
PHP разработчик (middle | senior),,,,Москва,2022-12-12T14:53:16+0300
Технический писатель,100000.0,,RUR,Москва,2022-12-12T14:41:22+0300
Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Екатеринбург,2022-12-12T22:17:31+0300
Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Новосибирск,2022-12-12T22:17:31+0300
3d аниматор,,,,Москва,2022-12-12T16:08:42+0300
Python (Django) Developer,,,,Баку,2022-12-12T19:12:51+0300
Токарь,80000.0,,RUR,Чебоксары,2022-12-12T13:57:12+0300
Ведущий специалист по информационной безопасности,,,,Москва,2022-12-12T16:36:19+0300
Выездной сервисный инженер по банкоматам,,,,Симферополь,2022-12-12T12:31:27+0300
Токарь-универсал,105000.0,130000.0,RUR,Дюртюли,2022-12-12T15:43:48+0300
Старший инженер ИТ поддержки,,,,Краснодар,2022-12-12T14:43:50+0300
Токарь-универсал,120000.0,,RUR,Октябрьский (Республика Башкортостан),2022-12-12T12:51:56+0300
Инженер 2 линии технической поддержки,,,,Москва,2022-12-12T13:04:21+0300
Токарь,105000.0,110000.0,RUR,Краснодар,2022-12-12T13:30:19+0300
Инженер - интегратор,,,,Воронеж,2022-12-12T13:43:54+0300
Ведущий менеджер по продвижению в Сектор международного продвижения,60000.0,,RUR,Санкт-Петербург,2022-12-12T15:56:18+0300
Токарь / оборонка,115000.0,,RUR,Чебоксары,2022-12-12T12:07:35+0300
Главный системный аналитик,,,,Москва,2022-12-12T12:35:14+0300
