name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь-универсал,105000.0,130000.0,RUR,Калач,2022-12-12T15:43:46+0300
Токарь-универсал,105000.0,130000.0,RUR,Мценск,2022-12-12T15:43:49+0300
Токарь-универсал,105000.0,130000.0,RUR,Мичуринск,2022-12-12T15:43:49+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Димитровград,2022-12-12T13:25:48+0300
Наладчик станков с ЧПУ (фрезерная группа),70000.0,90000.0,RUR,Санкт-Петербург,2022-12-12T12:41:45+0300
Мастер СТО / Мастер цеха / Мастер сервиса / Мастер ремзоны,50000.0,,RUR,Нижний Новгород,2022-12-12T15:21:28+0300
Механик,,,,Подольск (Московская область),2022-12-12T14:27:56+0300
Senior Backend разработчик (node.js),,,,Москва,2022-12-12T14:40:33+0300
Программист 1C,150000.0,,RUR,Тула,2022-12-12T15:22:31+0300
Токарь-универсал,,45400.0,RUR,Челябинск,2022-12-12T13:47:47+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Псков,2022-12-12T17:40:46+0300
Механик (дорожно-строительная техника),45000.0,,RUR,Аксай (Ростовская область),2022-12-12T12:55:34+0300
Токарь-универсал,105000.0,130000.0,RUR,Губаха,2022-12-12T15:43:53+0300
Фрезеровщик на производство в г.Луга с проживанием,70000.0,,RUR,Луга,2022-12-12T12:54:27+0300
Ведущий консультант по информационным системам,68090.0,,RUR,Москва,2022-12-12T12:07:47+0300
DevOps инженер,,,,Ростов-на-Дону,2022-12-12T15:17:33+0300
Электромеханик (г. Всеволожск),,,,Санкт-Петербург,2022-12-12T15:31:31+0300
Администратор информационной безопасности,45000.0,,RUR,Краснодар,2022-12-12T13:34:12+0300
"Специалист технической поддержки iiko, штрих-м второй линии",50000.0,,RUR,Краснодар,2022-12-12T15:43:21+0300
Ведущий разработчик .net,,,,Омск,2022-12-12T18:12:44+0300
Заместитель начальника отдела управления и развития ИТ- активов,65000.0,,RUR,Москва,2022-12-12T14:56:23+0300
"Perl-разработчик (команда Relap, Рекомендательные сервисы)",,,,Москва,2022-12-12T16:46:02+0300
Инженер-программист(разработка и отладка программ для станков с программным управлением),45000.0,,RUR,Ижевск,2022-12-12T14:38:21+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Южноуральск,2022-12-12T15:12:44+0300
Java-разработчик в Банк,,,,Москва,2022-12-12T17:26:54+0300
Оператор-наладчик станков ПУ,61600.0,,RUR,Брянск,2022-12-12T12:31:35+0300
Токарь (Казань),92000.0,120000.0,RUR,Йошкар-Ола,2022-12-12T14:26:15+0300
Токарь-универсал,105000.0,130000.0,RUR,Рузаевка,2022-12-12T15:43:52+0300
Токарь в г. Курган,108680.0,217360.0,RUR,Курган,2022-12-12T12:39:12+0300
Программист 1С,120000.0,,RUR,Челябинск,2022-12-12T16:01:34+0300
Ведущий системный администратор,130000.0,,RUR,Москва,2022-12-12T18:15:02+0300
Программист 1C,130000.0,130000.0,RUR,Курск,2022-12-12T16:13:50+0300
Программист 1C,,,,Новосибирск,2022-12-12T13:18:56+0300
Архитектор направления,,,,Томск,2022-12-12T12:40:46+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Тольятти,2022-12-12T13:25:48+0300
Специалист ИТ,30000.0,,RUR,Киров (Кировская область),2022-12-12T13:49:34+0300
Токарь,76000.0,124000.0,RUR,Улан-Удэ,2022-12-12T22:23:23+0300
Токарь (3-6 разряд),30000.0,59000.0,RUR,Тула,2022-12-12T13:18:41+0300
Инженер-наладчик,70000.0,,RUR,Москва,2022-12-12T17:45:02+0300
Продакт-менеджер,,,,Москва,2022-12-12T14:31:32+0300
Менеджер IT проектов,,,,Благовещенск (Амурская область),2022-12-12T14:38:24+0300
Заместитель начальника отдела сопровождения информационных систем и электронного взаимодействия,65000.0,,RUR,Москва,2022-12-12T14:51:13+0300
"Аналитик данных, Управления экспертизы и фрод-мониторинга",,,,Москва,2022-12-12T19:29:02+0300
Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Уфа,2022-12-12T12:26:57+0300
Системный аналитик DWH,,,,Москва,2022-12-12T16:28:38+0300
Токарь-универсал,105000.0,130000.0,RUR,Чернушка,2022-12-12T15:43:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Ефремов,2022-12-12T15:43:48+0300
"Шлифовщик 5 разряда (сухим способом, инструментальное производство)",30000.0,,RUR,Курск,2022-12-12T12:13:10+0300
Программист 1С,,,,Москва,2022-12-12T12:19:58+0300
Фрезеровщик,110000.0,,RUR,Нижний Новгород,2022-12-12T15:04:31+0300
Android-разработчик (VK Музыка),,,,Москва,2022-12-12T14:12:09+0300
System Analyst TeamLead,,,,Тбилиси,2022-12-12T19:12:51+0300
Менеджер отдела главного механика,60000.0,,RUR,Энгельс,2022-12-12T14:37:14+0300
Инженер сетевой инфраструктуры,,,,Южно-Сахалинск,2022-12-12T23:21:43+0300
Фрезеровщик на производство в г.Луга,,,,Кингисепп,2022-12-12T12:53:34+0300
Сервисный инженер,,,,Екатеринбург,2022-12-12T18:19:02+0300
Токарь,115000.0,125000.0,RUR,Энгельс,2022-12-12T13:13:01+0300
Senior Go Developer,,,,Москва,2022-12-12T14:12:35+0300
"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",50000.0,,RUR,Зеленокумск,2022-12-12T14:28:20+0300
Инженер-механик,50000.0,150000.0,RUR,Красногорск,2022-12-12T15:09:31+0300
Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Нефтекамск,2022-12-12T12:26:57+0300
Консультант 1С,150000.0,200000.0,KZT,Астана,2022-12-12T12:45:51+0300
"Программист Delphi, MS SQL",100000.0,,RUR,Санкт-Петербург,2022-12-12T15:45:38+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Копейск,2022-12-12T19:20:40+0300
Токарь-универсал,105000.0,130000.0,RUR,Димитровград,2022-12-12T15:43:48+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Пермь,2022-12-12T12:26:01+0300
Инженер подразделения защиты периметра сети,,,,Москва,2022-12-12T17:37:29+0300
Консультант SAP ТОРО,,,,Воронеж,2022-12-12T18:10:31+0300
Оператор станка с ЧПУ (Москва),100000.0,118000.0,RUR,Брянск,2022-12-12T13:15:34+0300
Фрезеровщик,40000.0,,RUR,Ижевск,2022-12-12T14:39:47+0300
Оператор станков с ПУ,30000.0,50000.0,RUR,Казань,2022-12-12T16:41:18+0300
Ведущий аналитик 1С,,,,Калининград,2022-12-12T17:15:39+0300
Старший программист 1С,50000.0,80000.0,RUR,Сыктывкар,2022-12-12T21:00:58+0300
Сетевой администратор,,,,Санкт-Петербург,2022-12-12T15:22:30+0300
HTML-верстальщик / маркетолог,,,,Иваново (Ивановская область),2022-12-12T13:10:46+0300
Фрезеровщик в г.Луга,70000.0,,RUR,Луга,2022-12-12T12:53:41+0300
Токарь-универсал,105000.0,130000.0,RUR,Балашов,2022-12-12T15:43:49+0300
Сервис-Инженер,70000.0,,RUR,Санкт-Петербург,2022-12-12T14:57:09+0300
Senior Python Developer Full Stack (Research),,,,Москва,2022-12-12T16:14:52+0300
SRE инженер,,,,Москва,2022-12-12T18:14:24+0300
Архитектор направления,,,,Москва,2022-12-12T12:40:52+0300
Менеджер IT проектов,,,,Оренбург,2022-12-12T14:38:24+0300
"Токарь 4,5,6 разряда",70000.0,,RUR,Уфа,2022-12-12T19:12:20+0300
Инженер технической поддержки,25000.0,,RUR,Казань,2022-12-12T15:05:14+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Салават,2022-12-12T13:01:43+0300
Инсталлятор,60000.0,,RUR,Троицк (Московская область),2022-12-12T17:23:25+0300
Токарь-универсал,105000.0,130000.0,RUR,Новочеркасск,2022-12-12T15:43:50+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Коркино,2022-12-12T15:12:44+0300
"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Москва,2022-12-12T12:28:56+0300
Инженер по связи,47000.0,,RUR,Владивосток,2022-12-12T12:43:13+0300
Механик (складской техники),55000.0,,RUR,Домодедово,2022-12-12T14:03:02+0300
Фрезеровщик 4-6 разряд,30000.0,,RUR,Оренбург,2022-12-12T14:38:47+0300
Главный специалист отдела информационных технологий,,,,Ставрополь,2022-12-12T18:47:52+0300
Руководитель проектов 1С,,,,Москва,2022-12-12T13:33:54+0300
DevOps Specialist,,,,Воронеж,2022-12-12T13:58:38+0300
Рабочий по комплексному обслуживанию и ремонту зданий и сооружений,600.0,,BYR,Минск,2022-12-12T14:02:40+0300
Эксперт отдела обеспечения информационных систем,,,,Москва,2022-12-12T18:01:23+0300
Руководитель подразделения по управлению банкоматной сетью,,,,Москва,2022-12-12T16:28:55+0300
Бизнес/системный аналитик (Big Data),,,,Москва,2022-12-12T16:04:00+0300
Эксперт Low-code/Разработчик ELMA 365,,,,Москва,2022-12-12T13:07:18+0300
Фрезеровщик на производство в г.Луга,80000.0,,RUR,Тихвин,2022-12-12T12:53:00+0300
Токарь-универсал,105000.0,130000.0,RUR,Азов,2022-12-12T15:43:51+0300
